'Frame (30fps)', 'hips', 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L'
523,-743,-3.65,0.17,3.65,3.65,85.82,-51.49,14.3,-97.62,80.12,-75.66,20.81,-10.57,-44.31,-18.85,-70.46,-83.74,-11.05,21.57,-10.53,-11.05,21.57,-10.52
524,-693,-3.65,0.16,3.65,3.65,85.9,-51.55,14.22,-98.15,80.21,-75.6,20.81,-10.58,-44.31,-18.75,-70.28,-83.75,-10.66,20.83,-10.16,-10.66,20.82,-10.16
525,-662,-3.65,0.14,3.65,3.65,85.97,-51.61,14.15,-98.6,80.29,-75.56,20.81,-10.59,-44.31,-18.65,-70.09,-83.76,-10.42,20.36,-9.93,-10.42,20.35,-9.93
526,-644,-3.65,0.12,3.65,3.65,86.02,-51.66,14.09,-98.97,80.37,-75.53,20.81,-10.6,-44.31,-18.54,-69.9,-83.77,-10.28,20.07,-9.79,-10.27,20.07,-9.79
527,-625,-3.65,0.11,3.65,3.65,86.06,-51.7,14.04,-99.28,80.45,-75.51,20.81,-10.61,-44.31,-18.44,-69.71,-83.78,-10.13,19.78,-9.65,-10.13,19.78,-9.65
528,-602,-3.65,0.1,3.65,3.65,86.08,-51.74,14.01,-99.52,80.52,-75.51,20.81,-10.62,-44.31,-18.34,-69.52,-83.79,-9.94,19.41,-9.47,-9.94,19.41,-9.47
529,-579,-3.65,0.08,3.65,3.65,86.1,-51.78,13.98,-99.71,80.58,-75.42,20.81,-10.63,-44.31,-18.24,-69.32,-83.8,-9.74,19.03,-9.29,-9.74,19.02,-9.28
530,-556,-3.65,0.07,3.65,3.65,86.11,-51.81,13.96,-99.84,80.63,-75.17,20.81,-10.64,-44.31,-18.14,-69.12,-83.81,-9.54,18.64,-9.1,-9.54,18.64,-9.09
531,-533,-3.64,0.06,3.64,3.64,86.12,-51.83,13.94,-99.93,80.67,-74.78,20.81,-10.65,-44.31,-18.04,-68.92,-83.81,-9.34,18.25,-8.91,-9.34,18.25,-8.9
532,-511,-3.64,0.05,3.64,3.64,86.12,-51.84,13.94,-99.98,80.69,-74.25,20.81,-10.66,-44.31,-17.95,-68.72,-83.82,-9.15,17.87,-8.72,-9.15,17.86,-8.72
533,-490,-3.64,0.04,3.64,3.64,86.12,-51.84,13.93,-100,80.7,-73.6,20.81,-10.67,-44.31,-17.86,-68.51,-83.82,-8.96,17.5,-8.54,-8.96,17.49,-8.54
534,-466,-3.63,0.03,3.63,3.63,86.05,-51.84,13.93,-99.93,80.41,-72.86,20.81,-10.68,-44.31,-17.77,-68.31,-83.82,-8.74,17.07,-8.33,-8.74,17.07,-8.33
535,-446,-3.63,0.02,3.63,3.63,85.84,-51.83,13.92,-99.71,79.56,-72.03,20.81,-10.69,-44.31,-17.69,-68.1,-83.83,-8.55,16.69,-8.15,-8.55,16.69,-8.14
536,-444,-3.62,0.02,3.62,3.62,85.49,-51.82,13.91,-99.36,78.17,-71.13,20.81,-10.7,-44.31,-17.62,-67.88,-83.83,-8.53,16.66,-8.13,-8.53,16.65,-8.13
537,-460,-3.61,0.01,3.61,3.61,85.02,-51.8,13.88,-98.88,76.27,-70.17,20.81,-10.71,-44.31,-17.55,-67.67,-83.83,-8.68,16.96,-8.28,-8.68,16.95,-8.27
538,-495,-3.61,0.01,3.61,3.61,84.44,-51.77,13.85,-98.28,73.9,-69.18,20.81,-10.72,-44.31,-17.49,-67.45,-83.83,-9,17.58,-8.58,-9,17.58,-8.58
539,-563,-3.6,0,3.6,3.6,83.74,-51.74,13.81,-97.58,71.09,-68.16,20.81,-10.73,-44.31,-17.44,-67.23,-83.83,-9.61,18.76,-9.16,-9.6,18.76,-9.15
540,-687,-3.59,0,3.59,3.59,82.93,-51.7,13.77,-96.77,67.85,-67.13,20.81,-10.74,-44.31,-17.39,-67.01,-83.83,-10.62,20.74,-10.12,-10.62,20.74,-10.12
541,-846,-3.57,0,3.57,3.57,82.04,-51.65,13.71,-95.86,64.23,-66.12,20.81,-10.75,-44.31,-17.36,-66.78,-83.83,-11.79,23.02,-11.23,-11.79,23.02,-11.23
542,-986,-3.56,0.02,3.56,3.56,81.05,-51.59,13.65,-94.87,60.25,-65.12,20.81,-10.76,-44.31,-17.33,-66.56,-83.83,-12.73,24.86,-12.13,-12.73,24.86,-12.13
543,-1081,-3.54,0.07,3.54,3.54,79.98,-51.52,13.58,-93.81,55.93,-64.17,20.81,-10.78,-44.31,-17.31,-66.33,-83.83,-13.34,26.04,-12.71,-13.34,26.04,-12.7
544,-1158,-3.49,0.15,3.49,3.49,78.83,-51.44,13.5,-92.67,51.32,-63.27,20.81,-10.79,-44.31,-17.31,-66.1,-83.83,-13.81,26.96,-13.15,-13.8,26.95,-13.15
545,-1246,-3.42,0.27,3.42,3.42,77.62,-51.35,13.41,-91.47,46.43,-62.44,20.84,-10.8,-44.32,-17.33,-65.85,-83.83,-14.32,27.97,-13.64,-14.32,27.97,-13.64
546,-1352,-3.33,0.41,3.33,3.33,76.34,-51.26,13.31,-90.22,41.3,-61.69,20.92,-10.81,-44.35,-17.4,-65.58,-83.83,-14.92,29.14,-14.21,-14.92,29.13,-14.21
547,-1462,-3.22,0.57,3.22,3.22,75.01,-51.15,13.2,-88.93,35.96,-61.05,21.06,-10.83,-44.39,-17.5,-65.28,-83.83,-15.52,30.3,-14.78,-15.52,30.3,-14.78
548,-1574,-3.1,0.76,3.1,3.1,73.64,-51.02,13.08,-87.6,30.43,-60.52,21.24,-10.84,-44.44,-17.65,-64.96,-83.83,-16.11,31.45,-15.34,-16.11,31.45,-15.34
549,-1688,-2.95,0.96,2.95,2.95,72.22,-50.89,12.95,-86.24,24.75,-60.12,21.48,-10.86,-44.51,-17.84,-64.62,-83.83,-16.69,32.58,-15.89,-16.69,32.58,-15.89
550,-1802,-2.79,1.19,2.79,2.79,70.78,-50.74,12.8,-84.85,18.94,-59.87,21.76,-10.88,-44.59,-18.07,-64.25,-83.83,-17.25,33.67,-16.42,-17.25,33.67,-16.42
551,-1915,-2.61,1.43,2.61,2.61,69.3,-50.59,12.65,-83.46,13.04,-59.78,22.09,-10.9,-44.68,-18.33,-63.86,-83.82,-17.79,34.72,-16.93,-17.79,34.72,-16.93
552,-2031,-2.42,1.68,2.42,2.42,67.81,-50.41,12.49,-82.06,7.07,-59.89,22.46,-10.92,-44.79,-18.62,-63.46,-83.82,-18.33,35.77,-17.44,-18.32,35.77,-17.44
553,-2149,-2.21,1.94,2.21,2.21,66.31,-50.23,12.31,-80.67,1.05,-60.21,22.87,-10.94,-44.91,-18.95,-63.03,-83.82,-18.85,36.8,-17.95,-18.85,36.8,-17.94
554,-2256,-1.98,2.21,1.98,1.98,64.81,-50.02,12.12,-79.29,-4.97,-60.71,23.32,-10.97,-45.04,-19.31,-62.59,-83.81,-19.33,37.72,-18.39,-19.32,37.72,-18.39
555,-2355,-1.74,2.49,1.74,1.74,63.31,-49.81,11.92,-77.93,-10.97,-61.36,23.81,-10.99,-45.18,-19.7,-62.13,-83.81,-19.75,38.54,-18.79,-19.75,38.54,-18.79
556,-2452,-1.49,2.77,1.49,1.49,61.82,-49.57,11.71,-76.6,-16.92,-62.14,24.33,-11.02,-45.33,-20.12,-61.65,-83.8,-20.16,39.33,-19.18,-20.15,39.33,-19.18
557,-2548,-1.23,3.05,1.23,1.23,60.35,-49.33,11.48,-75.3,-22.8,-63.04,24.89,-11.04,-45.5,-20.56,-61.16,-83.8,-20.55,40.1,-19.55,-20.55,40.1,-19.55
558,-2642,-0.96,3.33,0.96,0.96,58.9,-49.06,11.25,-74.05,-28.57,-64.01,25.48,-11.07,-45.67,-21.03,-60.66,-83.79,-20.93,40.85,-19.92,-20.93,40.85,-19.91
559,-2736,-0.67,3.61,0.67,0.67,57.48,-48.78,10.99,-72.85,-34.2,-65.05,26.1,-11.09,-45.85,-21.53,-60.14,-83.79,-21.31,41.58,-20.27,-21.31,41.58,-20.27
560,-2829,-0.38,3.88,0.38,0.38,56.11,-48.48,10.73,-71.72,-39.67,-66.13,26.74,-11.12,-46.03,-22.04,-59.61,-83.78,-21.67,42.29,-20.61,-21.67,42.28,-20.61
561,-2921,-0.07,4.14,0.07,0.07,54.78,-48.16,10.45,-70.65,-44.94,-67.21,27.42,-11.15,-46.23,-22.58,-59.08,-83.77,-22.03,42.98,-20.95,-22.03,42.98,-20.95
562,-3013,0.24,4.39,-0.24,-0.24,53.51,-47.83,10.15,-69.66,-49.99,-68.29,28.12,-11.18,-46.43,-23.13,-58.53,-83.77,-22.38,43.66,-21.28,-22.38,43.66,-21.28
563,-3105,0.56,4.63,-0.56,-0.56,52.29,-47.47,9.84,-68.76,-54.78,-69.32,28.84,-11.21,-46.64,-23.71,-57.97,-83.76,-22.72,44.33,-21.61,-22.72,44.32,-21.6
564,-3195,0.88,4.85,-0.88,-0.88,51.15,-47.1,9.52,-67.95,-59.3,-70.3,29.58,-11.24,-46.85,-24.3,-57.41,-83.75,-23.05,44.97,-21.92,-23.05,44.97,-21.92
565,-3279,1.22,5.06,-1.22,-1.22,50.07,-46.7,9.18,-67.24,-63.5,-71.2,30.33,-11.27,-47.07,-24.9,-56.84,-83.74,-23.36,45.57,-22.21,-23.36,45.57,-22.21
566,-3355,1.56,5.25,-1.56,-1.56,49.09,-46.29,8.82,-66.64,-67.36,-71.98,31.11,-11.3,-47.3,-25.52,-56.27,-83.73,-23.63,46.1,-22.47,-23.63,46.1,-22.47
567,-3417,1.9,5.41,-1.9,-1.9,48.19,-45.85,8.45,-66.16,-70.85,-72.63,31.9,-11.33,-47.52,-26.14,-55.69,-83.72,-23.85,46.53,-22.68,-23.85,46.53,-22.68
568,-3470,2.25,5.55,-2.25,-2.25,47.38,-45.39,8.07,-65.81,-73.95,-73.13,32.7,-11.36,-47.76,-26.78,-55.11,-83.71,-24.04,46.9,-22.86,-24.04,46.9,-22.85
569,-3524,2.6,5.66,-2.6,-2.6,46.69,-44.91,7.66,-65.59,-76.62,-73.44,33.52,-11.39,-47.99,-27.43,-54.53,-83.7,-24.23,47.26,-23.03,-24.23,47.26,-23.03
570,-3583,2.95,5.75,-2.95,-2.95,46.1,-44.41,7.24,-65.52,-78.83,-73.55,34.34,-11.42,-48.23,-28.08,-53.94,-83.68,-24.44,47.67,-23.23,-24.44,47.66,-23.23
571,-3643,3.3,5.8,-3.3,-3.3,45.63,-43.87,6.74,-65.55,-80.68,-73.55,35.17,-11.45,-48.47,-28.74,-53.36,-83.67,-24.64,48.07,-23.42,-24.64,48.06,-23.42
572,-3696,3.66,5.82,-3.66,-3.66,45.28,-43.26,6.11,-65.65,-82.32,-73.55,36.01,-11.49,-48.71,-29.4,-52.78,-83.66,-24.83,48.42,-23.6,-24.83,48.42,-23.6
573,-3749,4.01,5.82,-4.01,-4.01,45.07,-42.61,5.36,-65.82,-83.76,-73.55,36.85,-11.52,-48.95,-30.07,-52.2,-83.64,-25.01,48.78,-23.77,-25.01,48.77,-23.77
574,-3796,4.37,5.82,-4.37,-4.37,45,-41.9,4.51,-66.04,-85,-73.55,37.69,-11.55,-49.19,-30.74,-51.62,-83.63,-25.17,49.08,-23.92,-25.16,49.08,-23.92
575,-3811,4.72,5.82,-4.72,-4.72,45.16,-41.14,3.57,-66.31,-86.07,-73.55,38.53,-11.58,-49.43,-31.4,-51.05,-83.62,-25.22,49.19,-23.97,-25.22,49.18,-23.97
576,-3802,5.07,5.82,-5.07,-5.07,45.61,-40.34,2.55,-66.63,-86.97,-73.55,39.37,-11.61,-49.67,-32.06,-50.48,-83.6,-25.19,49.12,-23.94,-25.19,49.12,-23.94
577,-3791,5.42,5.82,-5.42,-5.42,46.33,-39.5,1.48,-67,-87.73,-73.55,40.2,-11.64,-49.91,-32.72,-49.92,-83.58,-25.15,49.05,-23.9,-25.15,49.05,-23.9
578,-3777,5.76,5.81,-5.76,-5.76,47.3,-38.62,0.36,-67.41,-88.34,-73.55,41.03,-11.67,-50.15,-33.38,-49.37,-83.57,-25.1,48.96,-23.86,-25.1,48.95,-23.85
579,-3759,6.1,5.81,-6.1,-6.1,48.48,-37.71,-0.78,-67.85,-88.84,-73.55,41.85,-11.7,-50.39,-34.02,-48.83,-83.55,-25.04,48.84,-23.8,-25.04,48.84,-23.8
580,-3737,6.44,5.81,-6.44,-6.44,49.85,-36.77,-1.94,-68.33,-89.22,-73.55,42.66,-11.73,-50.62,-34.66,-48.29,-83.53,-24.97,48.7,-23.73,-24.97,48.69,-23.73
581,-3711,6.77,5.81,-6.77,-6.77,51.39,-35.8,-3.1,-68.83,-89.51,-73.55,43.45,-11.75,-50.85,-35.29,-47.77,-83.51,-24.88,48.52,-23.64,-24.88,48.52,-23.64
582,-3678,7.09,5.81,-7.09,-7.09,53.05,-34.81,-4.24,-69.36,-89.72,-73.55,44.24,-11.78,-51.07,-35.9,-47.26,-83.49,-24.77,48.31,-23.54,-24.76,48.3,-23.54
583,-3640,7.4,5.81,-7.4,-7.4,54.83,-33.8,-5.36,-69.91,-89.85,-73.55,45.01,-11.81,-51.29,-36.51,-46.76,-83.47,-24.63,48.05,-23.42,-24.63,48.05,-23.41
584,-3594,7.71,5.81,-7.71,-7.71,56.69,-32.78,-6.43,-70.47,-89.94,-73.55,45.76,-11.83,-51.5,-37.1,-46.28,-83.45,-24.48,47.74,-23.27,-24.47,47.74,-23.26
585,-3535,8.01,5.81,-8.01,-8.01,58.6,-31.75,-7.43,-71.04,-89.98,-73.55,46.49,-11.86,-51.71,-37.67,-45.81,-83.43,-24.27,47.34,-23.07,-24.27,47.34,-23.07
586,-3459,8.3,5.8,-8.3,-8.3,60.54,-30.71,-8.37,-71.62,-90,-73.55,47.2,-11.88,-51.91,-38.23,-45.36,-83.41,-24,46.82,-22.82,-24,46.82,-22.82
587,-3370,8.58,5.8,-8.58,-8.58,62.47,-29.67,-9.21,-72.2,-90,-73.55,47.89,-11.91,-52.11,-38.76,-44.92,-83.39,-23.69,46.21,-22.52,-23.68,46.2,-22.52
588,-3273,8.84,5.8,-8.84,-8.84,64.39,-28.62,-9.93,-72.78,-89.89,-73.55,48.55,-11.93,-52.3,-39.28,-44.5,-83.37,-23.34,45.53,-22.19,-23.34,45.52,-22.19
589,-3172,9.1,5.79,-9.1,-9.1,66.25,-27.58,-10.5,-73.35,-89.58,-73.55,49.19,-11.95,-52.48,-39.77,-44.11,-83.34,-22.97,44.81,-21.84,-22.97,44.81,-21.84
590,-3072,9.34,5.79,-9.34,-9.34,68.02,-26.55,-10.97,-73.91,-89.06,-73.55,49.8,-11.97,-52.65,-40.24,-43.73,-83.32,-22.6,44.09,-21.49,-22.6,44.08,-21.49
591,-2957,9.57,5.79,-9.57,-9.57,69.7,-25.53,-11.35,-74.46,-88.34,-73.55,50.37,-11.99,-52.81,-40.69,-43.37,-83.29,-22.16,43.24,-21.08,-22.16,43.24,-21.08
592,-2827,9.79,5.78,-9.79,-9.79,71.23,-24.52,-11.68,-74.99,-87.43,-73.55,50.92,-12.01,-52.96,-41.1,-43.04,-83.27,-21.66,42.27,-20.61,-21.66,42.27,-20.61
593,-2708,9.99,5.78,-9.99,-9.99,72.61,-23.54,-11.98,-75.49,-86.34,-73.55,51.42,-12.03,-53.1,-41.49,-42.73,-83.24,-21.2,41.36,-20.17,-21.2,41.36,-20.16
594,-2618,10.17,5.77,-10.17,-10.17,73.8,-22.57,-12.29,-75.97,-85.07,-73.55,51.9,-12.04,-53.23,-41.85,-42.44,-83.21,-20.84,40.66,-19.82,-20.83,40.65,-19.82
595,-2539,10.34,5.76,-10.34,-10.34,74.77,-21.63,-12.63,-76.41,-83.63,-73.55,52.33,-12.06,-53.35,-42.18,-42.18,-83.19,-20.52,40.03,-19.52,-20.51,40.03,-19.52
596,-2446,10.49,5.76,-10.49,-10.49,75.61,-20.72,-13.01,-76.82,-82.03,-73.55,52.73,-12.07,-53.46,-42.48,-41.95,-83.16,-20.13,39.29,-19.16,-20.13,39.29,-19.16
597,-2326,10.63,5.75,-10.63,-10.63,76.42,-19.85,-13.38,-77.18,-80.26,-73.55,53.08,-12.08,-53.55,-42.74,-41.74,-83.13,-19.63,38.3,-18.68,-19.63,38.3,-18.68
598,-2193,10.74,5.74,-10.74,-10.74,77.19,-19.01,-13.77,-77.51,-78.35,-73.55,53.39,-12.09,-53.64,-42.96,-41.56,-83.1,-19.05,37.18,-18.13,-19.05,37.17,-18.13
599,-2060,10.84,5.73,-10.84,-10.84,77.93,-18.21,-14.15,-77.78,-76.29,-73.55,53.65,-12.1,-53.7,-43.15,-41.42,-83.07,-18.46,36.02,-17.57,-18.45,36.02,-17.57
600,-1929,10.91,5.72,-10.91,-10.91,78.64,-17.46,-14.54,-78,-74.09,-73.55,53.86,-12.1,-53.76,-43.3,-41.3,-83.03,-17.85,34.85,-17,-17.85,34.85,-17
601,-1800,10.97,5.71,-10.97,-10.97,79.32,-16.74,-14.93,-78.16,-71.75,-73.55,54.03,-12.11,-53.8,-43.41,-41.21,-83,-17.24,33.65,-16.41,-17.24,33.65,-16.41
602,-1683,11,5.7,-11,-11,79.96,-16.04,-15.32,-78.26,-69.29,-73.55,54.14,-12.11,-53.82,-43.47,-41.16,-82.97,-16.67,32.54,-15.87,-16.67,32.53,-15.87
603,-1591,11.02,5.69,-11.02,-11.02,80.57,-15.37,-15.71,-78.3,-66.71,-73.55,54.2,-12.11,-53.83,-43.5,-41.15,-82.94,-16.2,31.62,-15.43,-16.2,31.62,-15.42
604,-1512,11,5.67,-11,-11,81.15,-14.73,-16.1,-78.24,-64.02,-73.55,54.24,-12.11,-53.83,-43.49,-41.15,-82.9,-15.79,30.82,-15.03,-15.79,30.82,-15.03
605,-1428,10.94,5.66,-10.94,-10.94,81.69,-14.1,-16.49,-78.05,-61.22,-73.55,54.27,-12.11,-53.83,-43.49,-41.15,-82.87,-15.34,29.95,-14.61,-15.34,29.95,-14.61
606,-1333,10.84,5.64,-10.84,-10.84,82.21,-13.5,-16.88,-77.75,-58.32,-73.55,54.3,-12.11,-53.83,-43.47,-41.15,-82.83,-14.82,28.93,-14.11,-14.81,28.92,-14.11
607,-1233,10.71,5.63,-10.71,-10.71,82.69,-12.92,-17.26,-77.33,-55.32,-73.55,54.33,-12.11,-53.83,-43.45,-41.15,-82.79,-14.25,27.82,-13.57,-14.25,27.82,-13.57
608,-1133,10.55,5.61,-10.55,-10.55,83.14,-12.36,-17.64,-76.81,-52.24,-73.55,54.36,-12.11,-53.83,-43.43,-41.15,-82.75,-13.65,26.66,-13.01,-13.65,26.65,-13
609,-1034,10.36,5.6,-10.36,-10.36,83.55,-11.82,-18.02,-76.18,-49.07,-73.55,54.38,-12.11,-53.83,-43.4,-41.15,-82.72,-13.04,25.46,-12.42,-13.04,25.46,-12.42
610,-940,10.13,5.58,-10.13,-10.13,83.94,-11.3,-18.39,-75.45,-45.83,-73.55,54.41,-12.11,-53.82,-43.36,-41.15,-82.68,-12.43,24.28,-11.85,-12.43,24.27,-11.84
611,-855,9.87,5.56,-9.87,-9.87,84.29,-10.8,-18.75,-74.62,-42.52,-73.55,54.44,-12.11,-53.82,-43.32,-41.15,-82.64,-11.85,23.14,-11.29,-11.85,23.14,-11.29
612,-777,9.59,5.54,-9.59,-9.59,84.62,-10.31,-19.11,-73.71,-39.15,-73.55,54.46,-12.11,-53.82,-43.28,-41.15,-82.6,-11.29,22.05,-10.76,-11.29,22.05,-10.76
613,-704,9.28,5.52,-9.28,-9.28,84.91,-9.85,-19.46,-72.7,-35.72,-73.55,54.49,-12.11,-53.81,-43.23,-41.15,-82.55,-10.75,20.99,-10.24,-10.75,20.99,-10.24
614,-636,8.94,5.49,-8.94,-8.94,85.17,-9.4,-19.8,-71.62,-32.25,-73.55,54.51,-12.11,-53.8,-43.18,-41.15,-82.51,-10.22,19.95,-9.73,-10.21,19.95,-9.73
615,-573,8.58,5.47,-8.58,-8.58,85.4,-8.98,-20.13,-70.46,-28.73,-73.55,54.53,-12.11,-53.8,-43.12,-41.15,-82.47,-9.69,18.93,-9.24,-9.69,18.92,-9.23
616,-514,8.2,5.45,-8.2,-8.2,85.6,-8.56,-20.46,-69.23,-25.17,-73.55,54.56,-12.11,-53.79,-43.05,-41.15,-82.42,-9.18,17.92,-8.75,-9.17,17.92,-8.74
617,-459,7.8,5.42,-7.8,-7.8,85.76,-8.17,-20.77,-67.92,-21.58,-73.55,54.58,-12.11,-53.78,-42.98,-41.15,-82.38,-8.67,16.93,-8.26,-8.67,16.93,-8.26
618,-419,7.37,5.39,-7.37,-7.37,85.9,-7.79,-21.07,-66.56,-17.97,-73.55,54.6,-12.11,-53.76,-42.91,-41.15,-82.33,-8.28,16.17,-7.89,-8.28,16.17,-7.89
619,-396,6.93,5.36,-6.93,-6.93,86.01,-7.43,-21.36,-65.13,-14.34,-73.55,54.62,-12.11,-53.75,-42.83,-41.15,-82.28,-8.05,15.72,-7.67,-8.05,15.72,-7.67
620,-378,6.47,5.33,-6.47,-6.47,86.08,-7.08,-21.63,-63.65,-10.7,-73.55,54.64,-12.11,-53.73,-42.75,-41.15,-82.24,-7.87,15.37,-7.5,-7.87,15.37,-7.5
621,-366,6,5.3,-6,-6,86.13,-6.74,-21.89,-62.12,-7.05,-73.55,54.66,-12.11,-53.72,-42.66,-41.15,-82.19,-7.75,15.13,-7.38,-7.74,15.13,-7.38
622,-360,5.51,5.27,-5.51,-5.51,86.14,-6.42,-22.13,-60.54,-3.41,-73.55,54.68,-12.11,-53.7,-42.57,-41.15,-82.14,-7.68,15,-7.32,-7.68,15,-7.32
623,-349,5.01,5.24,-5.01,-5.01,86.12,-6.12,-22.36,-58.93,0.22,-73.55,54.69,-12.11,-53.67,-42.47,-41.15,-82.09,-7.56,14.76,-7.2,-7.56,14.76,-7.2
624,-324,4.5,5.2,-4.5,-4.5,86.07,-5.87,-22.55,-57.27,3.85,-73.54,54.71,-12.11,-53.65,-42.37,-41.15,-82.04,-7.28,14.22,-6.94,-7.28,14.22,-6.94
625,-294,3.98,5.17,-3.98,-3.98,85.99,-5.65,-22.71,-55.59,7.45,-73.52,54.73,-12.11,-53.62,-42.27,-41.15,-81.98,-6.93,13.54,-6.61,-6.93,13.54,-6.61
626,-272,3.45,5.13,-3.45,-3.45,85.88,-5.46,-22.85,-53.87,11.02,-73.46,54.74,-12.11,-53.59,-42.16,-41.15,-81.93,-6.67,13.03,-6.36,-6.67,13.03,-6.36
627,-265,2.91,5.09,-2.91,-2.91,85.74,-5.31,-22.97,-52.13,14.56,-73.37,54.76,-12.11,-53.56,-42.05,-41.15,-81.88,-6.58,12.85,-6.27,-6.58,12.85,-6.27
628,-266,2.37,5.05,-2.37,-2.37,85.58,-5.18,-23.06,-50.38,18.06,-73.24,54.77,-12.11,-53.52,-41.93,-41.15,-81.82,-6.59,12.88,-6.29,-6.59,12.88,-6.28
629,-273,1.82,5.01,-1.82,-1.82,85.39,-5.08,-23.14,-48.61,21.51,-73.05,54.78,-12.11,-53.49,-41.81,-41.15,-81.76,-6.68,13.05,-6.37,-6.68,13.05,-6.37
630,-281,1.27,4.97,-1.27,-1.27,85.19,-5,-23.2,-46.83,24.91,-72.81,54.8,-12.11,-53.44,-41.68,-41.15,-81.71,-6.78,13.25,-6.47,-6.78,13.24,-6.46
631,-289,0.72,4.92,-0.72,-0.72,84.97,-4.94,-23.24,-45.04,28.25,-72.49,54.81,-12.11,-53.4,-41.55,-41.15,-81.65,-6.88,13.43,-6.56,-6.88,13.43,-6.55
632,-298,0.17,4.88,-0.17,-0.17,84.74,-4.9,-23.27,-43.25,31.53,-72.09,54.82,-12.11,-53.35,-41.42,-41.15,-81.59,-6.99,13.65,-6.66,-6.99,13.65,-6.66
633,-311,-0.38,4.83,0.38,0.38,84.49,-4.87,-23.3,-41.47,34.73,-71.61,54.83,-12.11,-53.3,-41.29,-41.15,-81.53,-7.14,13.94,-6.8,-7.14,13.94,-6.8
634,-330,-0.93,4.78,0.93,0.93,84.24,-4.86,-23.31,-39.7,37.85,-71.03,54.84,-12.11,-53.25,-41.15,-41.15,-81.47,-7.34,14.35,-7,-7.34,14.34,-7
635,-355,-1.47,4.73,1.47,1.47,83.98,-4.85,-23.32,-37.93,40.89,-70.34,54.86,-12.11,-53.19,-41,-41.15,-81.41,-7.63,14.9,-7.27,-7.63,14.89,-7.27
636,-402,-2.01,4.65,2.01,2.01,83.71,-4.84,-23.32,-36.19,43.84,-69.54,54.86,-12.11,-53.13,-40.85,-41.15,-81.35,-8.11,15.85,-7.73,-8.11,15.84,-7.73
637,-470,-2.54,4.52,2.54,2.54,83.44,-4.84,-23.32,-34.47,46.69,-68.62,54.87,-12.11,-53.06,-40.7,-41.15,-81.28,-8.78,17.15,-8.37,-8.78,17.14,-8.37
638,-544,-3.06,4.35,3.06,3.06,83.17,-4.87,-23.32,-32.77,49.44,-67.45,54.88,-12.11,-52.99,-40.55,-41.15,-81.22,-9.44,18.44,-9,-9.44,18.44,-9
639,-612,-3.57,4.13,3.57,3.57,82.89,-4.94,-23.31,-31.11,52.08,-65.91,54.89,-12.11,-52.92,-40.39,-41.15,-81.15,-10.02,19.57,-9.55,-10.02,19.56,-9.55
640,-685,-4.07,3.88,4.07,4.07,82.61,-5.07,-23.3,-29.48,54.6,-64.04,54.9,-12.11,-52.84,-40.23,-41.15,-81.08,-10.61,20.71,-10.11,-10.6,20.71,-10.1
641,-777,-4.56,3.6,4.56,4.56,82.33,-5.23,-23.28,-27.89,56.99,-61.84,54.91,-12.11,-52.76,-40.06,-41.15,-81.02,-11.3,22.06,-10.76,-11.29,22.06,-10.76
642,-900,-5.04,3.28,5.04,5.04,82.04,-5.44,-23.25,-26.34,59.26,-59.34,54.91,-12.11,-52.67,-39.9,-41.15,-80.95,-12.16,23.75,-11.59,-12.16,23.75,-11.59
643,-1042,-5.5,2.94,5.5,5.5,81.75,-5.7,-23.22,-24.84,61.39,-56.55,54.92,-12.11,-52.58,-39.73,-41.15,-80.88,-13.09,25.57,-12.47,-13.09,25.56,-12.47
644,-1176,-5.94,2.58,5.94,5.94,81.46,-5.99,-23.19,-23.4,63.38,-53.5,54.93,-12.11,-52.48,-39.55,-41.15,-80.81,-13.91,27.17,-13.25,-13.91,27.17,-13.25
645,-1282,-6.36,2.2,6.36,6.36,81.16,-6.32,-23.15,-22.01,65.22,-50.2,54.93,-12.11,-52.38,-39.38,-41.15,-80.74,-14.53,28.37,-13.84,-14.53,28.36,-13.84
646,-1379,-6.76,1.81,6.76,6.76,80.86,-6.68,-23.1,-20.69,66.9,-46.67,54.94,-12.11,-52.27,-39.2,-41.15,-80.66,-15.07,29.43,-14.36,-15.07,29.43,-14.36
647,-1505,-7.15,1.42,7.15,7.15,80.55,-7.08,-23.05,-19.44,68.42,-42.93,54.94,-12.11,-52.16,-39.01,-41.15,-80.59,-15.76,30.76,-15,-15.75,30.76,-15
648,-1690,-7.51,1.01,7.51,7.51,80.25,-7.51,-23,-18.25,69.78,-39,54.95,-12.11,-52.05,-38.83,-41.15,-80.51,-16.7,32.6,-15.9,-16.7,32.6,-15.9
649,-1903,-7.84,0.61,7.84,7.84,79.94,-7.97,-22.93,-17.14,70.95,-34.9,54.95,-12.11,-51.93,-38.64,-41.15,-80.44,-17.73,34.61,-16.88,-17.73,34.61,-16.88
650,-2093,-8.15,0.21,8.15,8.15,79.63,-8.46,-22.87,-16.11,71.95,-30.64,54.96,-12.11,-51.8,-38.45,-41.15,-80.36,-18.61,36.31,-17.71,-18.6,36.31,-17.71
