'Frame (30fps)', 'hips' (mm), 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L', 'toes_r', 'toes_l', 'fingers_r_Ctrl', 'fingers_l_Ctrl'
410,-25,-5.98,3.64,5.98,5.98,23.85,-31.73,46.91,-72.91,60.16,-71.6,30.63,-10.62,-46.06,-6.48,-67.2,-27.15,-20.49,40,-19.5,-18.52,39.82,-21.31,-63.78,-27.23,0,0
411,-25,-5.97,3.56,5.97,5.97,25.42,-32.25,45.75,-74.61,63.64,-71.54,29.59,-10.54,-45.85,-7.38,-67.46,-30.88,-20.53,40.07,-19.54,-18.55,39.9,-21.34,-63.66,-27.42,0,0
412,-25,-5.96,3.48,5.96,5.96,27.02,-32.79,44.53,-76.3,67.03,-71.51,28.58,-10.48,-45.65,-8.27,-67.72,-34.52,-20.54,40.09,-19.55,-18.57,39.92,-21.35,-63.53,-27.62,0,0
413,-25,-5.95,3.39,5.95,5.95,28.64,-33.35,43.27,-77.96,70.31,-71.56,27.62,-10.42,-45.47,-9.15,-67.97,-38.05,-20.52,40.04,-19.52,-18.54,39.87,-21.33,-63.41,-27.82,0,0
414,-25,-5.94,3.31,5.94,5.94,30.3,-33.93,41.96,-79.6,73.48,-71.67,26.71,-10.37,-45.3,-10.01,-68.22,-41.46,-20.46,39.93,-19.47,-18.48,39.75,-21.27,-63.28,-28.03,0,0
415,-25,-5.93,3.22,5.93,5.93,31.97,-34.52,40.61,-81.21,76.54,-71.86,25.85,-10.32,-45.14,-10.86,-68.47,-44.73,-20.38,39.78,-19.4,-18.41,39.61,-21.2,-63.14,-28.25,0,0
416,-25,-5.91,3.14,5.91,5.91,33.67,-35.12,39.23,-82.78,79.48,-72.12,25.04,-10.28,-45,-11.68,-68.71,-47.84,-20.29,39.6,-19.31,-18.32,39.43,-21.11,-63,-28.47,0,0
417,-25,-5.9,3.06,5.9,5.9,35.38,-35.74,37.82,-84.31,82.09,-72.43,24.29,-10.24,-44.87,-12.47,-68.94,-50.78,-20.19,39.4,-19.21,-18.21,39.22,-21.01,-62.86,-28.72,0,0
418,-24,-5.88,2.97,5.88,5.88,37.11,-36.36,36.4,-85.79,84.24,-72.8,23.6,-10.21,-44.76,-13.22,-69.17,-53.52,-20.07,39.17,-19.1,-18.1,39,-20.9,-62.71,-29,0,0
419,-24,-5.87,2.89,5.87,5.87,38.86,-36.98,34.96,-87.23,85.95,-73.21,22.98,-10.18,-44.65,-13.93,-69.4,-56.06,-19.95,38.93,-18.98,-17.97,38.75,-20.78,-62.56,-29.32,0,0
420,-24,-5.85,2.81,5.85,5.85,40.61,-37.61,33.5,-88.61,87.29,-73.66,22.43,-10.16,-44.56,-14.6,-69.62,-58.37,-19.82,38.68,-18.86,-17.85,38.5,-20.66,-62.41,-29.66,0,0
421,-23,-5.83,2.73,5.83,5.83,42.37,-38.23,32.05,-89.94,88.29,-74.15,21.95,-10.14,-44.49,-15.21,-69.83,-60.44,-19.69,38.42,-18.73,-17.71,38.24,-20.53,-62.25,-30.04,0,0
422,-23,-5.82,2.65,5.82,5.82,44.14,-38.86,30.59,-91.2,89.01,-74.66,21.55,-10.13,-44.43,-15.77,-70.04,-62.25,-19.55,38.16,-18.61,-17.58,37.98,-20.4,-62.09,-30.44,0,0
423,-23,-5.8,2.57,5.8,5.8,45.9,-39.48,29.15,-92.4,89.49,-75.19,21.24,-10.11,-44.38,-16.26,-70.25,-63.79,-19.38,37.83,-18.45,-17.41,37.65,-20.23,-61.92,-30.86,0,0
424,-22,-5.78,2.49,5.78,5.78,47.67,-40.09,27.71,-93.53,89.79,-75.73,21,-10.11,-44.34,-16.69,-70.45,-65.03,-19.16,37.4,-18.24,-17.19,37.22,-20.02,-61.75,-31.31,0,0
425,-22,-5.76,2.41,5.76,5.76,49.44,-40.7,26.3,-94.58,89.94,-76.28,20.86,-10.1,-44.32,-17.04,-70.65,-65.97,-18.93,36.94,-18.01,-16.96,36.75,-19.8,-61.58,-31.78,0,0
426,-21,-5.74,2.34,5.74,5.74,51.2,-41.29,24.91,-95.55,89.99,-76.83,20.81,-10.1,-44.31,-17.31,-70.84,-66.57,-18.67,36.45,-17.77,-16.71,36.26,-19.55,-61.4,-32.26,0,0
427,-20,-5.72,2.27,5.72,5.72,52.95,-41.87,23.55,-96.44,90,-77.38,20.81,-10.1,-44.31,-17.53,-71.03,-67.01,-18.4,35.92,-17.51,-16.44,35.73,-19.29,-61.22,-32.76,0,0
428,-20,-5.69,2.2,5.69,5.69,54.69,-42.43,22.22,-97.24,89.98,-77.91,20.81,-10.1,-44.31,-17.74,-71.21,-67.44,-18.14,35.4,-17.26,-16.17,35.21,-19.03,-61.02,-33.28,0,0
429,-19,-5.67,2.13,5.67,5.67,56.42,-42.97,20.94,-97.94,89.93,-78.43,20.81,-10.1,-44.31,-17.93,-71.39,-67.86,-17.91,34.95,-17.05,-15.98,34.79,-18.8,-60.82,-33.8,0,0
430,-19,-5.65,2.06,5.65,5.65,58.13,-43.49,19.7,-98.55,89.84,-78.91,20.81,-10.1,-44.31,-18.12,-71.57,-68.27,-17.68,34.52,-16.84,-15.88,34.44,-18.56,-60.6,-34.33,0,0
431,-18,-5.63,2,5.63,5.63,59.83,-43.99,18.52,-99.06,89.72,-79.37,20.81,-10.1,-44.31,-18.28,-71.74,-68.68,-17.41,33.99,-16.58,-15.79,34.05,-18.26,-60.36,-34.87,0,0
432,-18,-5.6,1.94,5.6,5.6,61.5,-44.46,17.39,-99.47,89.57,-79.79,20.81,-10.1,-44.31,-18.44,-71.9,-69.07,-17.05,33.28,-16.23,-15.67,33.53,-17.85,-60.12,-35.42,0,0
433,-17,-5.58,1.88,5.58,5.58,63.15,-44.9,16.33,-99.76,89.4,-80.17,20.81,-10.1,-44.31,-18.58,-72.06,-69.47,-16.62,32.45,-15.83,-15.56,32.93,-17.38,-59.86,-35.96,0,0
434,-16,-5.55,1.82,5.55,5.55,64.78,-45.31,15.34,-99.94,89.2,-80.49,20.81,-10.1,-44.31,-18.71,-72.22,-69.85,-16.22,31.67,-15.45,-15.51,32.43,-16.91,-59.59,-36.51,0,0
435,-15,-5.53,1.77,5.53,5.53,66.37,-45.69,14.42,-100,88.98,-80.76,20.81,-10.11,-44.31,-18.83,-72.37,-70.23,-15.9,31.05,-15.14,-15.59,32.11,-16.52,-59.31,-37.05,0,0
436,-15,-5.5,1.71,5.5,5.5,67.93,-46.05,13.54,-100,88.74,-80.96,20.81,-10.11,-44.31,-18.93,-72.52,-70.6,-15.61,30.48,-14.87,-15.74,31.87,-16.13,-59.02,-37.59,0,0
437,-14,-5.48,1.67,5.48,5.48,69.47,-46.4,12.67,-100,88.48,-81.11,20.81,-10.11,-44.31,-19.03,-72.66,-70.96,-15.28,29.83,-14.55,-15.86,31.56,-15.69,-58.72,-38.13,0,0
438,-13,-5.45,1.62,5.45,5.45,70.96,-46.74,11.81,-99.99,88.21,-81.24,20.81,-10.11,-44.31,-19.12,-72.8,-71.32,-14.83,28.95,-14.12,-15.9,31.05,-15.14,-58.41,-38.65,0,0
439,-12,-5.42,1.58,5.42,5.42,72.41,-47.07,10.96,-99.98,87.92,-81.35,20.81,-10.11,-44.31,-19.2,-72.94,-71.67,-14.32,27.95,-13.64,-15.9,30.44,-14.53,-58.09,-39.16,0,0
440,-12,-5.4,1.54,5.4,5.4,73.83,-47.39,10.12,-99.95,87.62,-81.43,20.81,-10.11,-44.31,-19.27,-73.07,-72.02,-13.85,27.05,-13.19,-15.96,29.92,-13.96,-57.77,-39.66,0,0
441,-11,-5.37,1.51,5.37,5.37,75.2,-47.69,9.29,-99.92,87.32,-81.5,20.81,-10.11,-44.31,-19.33,-73.19,-72.35,-13.52,26.39,-12.88,-16.14,29.63,-13.49,-57.43,-40.15,0,0
442,-11,-5.34,1.47,5.34,5.34,76.52,-47.99,8.49,-99.87,87.01,-81.55,20.81,-10.11,-44.31,-19.38,-73.32,-72.69,-13.24,25.86,-12.62,-16.36,29.42,-13.06,-57.09,-40.61,0,0
443,-10,-5.31,1.44,5.31,5.31,77.79,-48.27,7.7,-99.81,86.7,-81.59,20.81,-10.12,-44.31,-19.43,-73.43,-73.01,-12.91,25.2,-12.3,-16.52,29.09,-12.57,-56.74,-41.06,0,0
444,-9,-5.29,1.4,5.29,5.29,79.01,-48.54,6.94,-99.73,86.38,-81.61,20.81,-10.12,-44.31,-19.47,-73.55,-73.33,-12.41,24.22,-11.82,-16.51,28.46,-11.95,-56.39,-41.48,0,0
445,-9,-5.26,1.37,5.26,5.26,80.18,-48.8,6.21,-99.63,86.07,-81.62,20.81,-10.12,-44.31,-19.5,-73.66,-73.64,-11.82,23.09,-11.26,-16.42,27.67,-11.25,-56.03,-41.88,0,0
446,-8,-5.23,1.34,5.23,5.23,81.29,-49.04,5.5,-99.51,85.76,-81.63,20.81,-10.12,-44.31,-19.53,-73.76,-73.95,-11.31,22.09,-10.78,-16.36,26.98,-10.62,-55.67,-42.26,0,0
447,-7,-5.2,1.31,5.2,5.2,82.33,-49.27,4.83,-99.37,85.46,-81.64,20.81,-10.12,-44.31,-19.56,-73.86,-74.25,-10.96,21.41,-10.45,-16.4,26.51,-10.11,-55.3,-42.6,0,0
448,-7,-5.17,1.29,5.17,5.17,83.32,-49.49,4.19,-99.2,85.16,-81.64,20.81,-10.13,-44.31,-19.57,-73.96,-74.54,-10.72,20.93,-10.21,-16.48,26.15,-9.68,-54.92,-42.91,0,0
449,-7,-5.14,1.26,5.14,5.14,84.24,-49.69,3.58,-99,84.88,-81.64,20.81,-10.13,-44.31,-19.59,-74.05,-74.83,-10.52,20.55,-10.03,-16.55,25.83,-9.28,-54.55,-43.19,0,0
450,-7,-5.11,1.24,5.11,5.11,85.1,-49.88,3.02,-98.77,84.6,-81.64,20.81,-10.13,-44.31,-19.6,-74.14,-75.11,-10.35,20.21,-9.86,-16.58,25.48,-8.9,-54.17,-43.44,0,0
451,-6,-5.08,1.21,5.08,5.08,85.88,-50.05,2.49,-98.5,84.34,-81.65,20.81,-10.13,-44.31,-19.61,-74.22,-75.38,-10.19,19.9,-9.71,-16.39,24.76,-8.38,-53.78,-43.66,0,0
452,-6,-5.05,1.19,5.05,5.05,86.59,-50.2,2.01,-98.2,84.1,-81.66,20.81,-10.14,-44.31,-19.61,-74.3,-75.65,-10.05,19.62,-9.57,-15.87,23.48,-7.61,-53.4,-43.89,0,0
453,-6,-5.02,1.17,5.02,5.02,87.23,-50.34,1.58,-97.87,83.88,-81.69,20.81,-10.14,-44.31,-19.62,-74.38,-75.92,-9.91,19.35,-9.44,-15.14,21.86,-6.73,-53.01,-44.11,0,0
454,-6,-4.99,1.15,4.99,4.99,87.79,-50.46,1.19,-97.49,83.68,-81.72,20.81,-10.14,-44.31,-19.62,-74.45,-76.18,-9.77,19.09,-9.31,-14.34,20.2,-5.86,-52.63,-44.33,0,0
455,-6,-4.96,1.13,4.96,4.96,88.26,-50.57,0.86,-97.08,83.51,-81.77,20.81,-10.14,-44.31,-19.62,-74.51,-76.43,-9.63,18.81,-9.18,-13.66,18.84,-5.18,-52.24,-44.54,0,0
456,-5,-4.93,1.11,4.93,4.93,88.66,-50.65,0.59,-96.52,83.36,-81.84,20.81,-10.15,-44.31,-19.62,-74.58,-76.68,-9.48,18.52,-9.04,-13.15,17.85,-4.7,-51.85,-44.76,0,0
457,-5,-4.9,1.09,4.9,4.9,88.97,-50.72,0.37,-95.75,83.24,-81.92,20.81,-10.15,-44.31,-19.6,-74.64,-76.92,-9.34,18.24,-8.9,-12.72,17.03,-4.31,-51.47,-44.97,0,0
458,-5,-4.87,1.08,4.87,4.87,89.19,-50.77,0.21,-94.77,83.15,-82.02,20.81,-10.15,-44.31,-19.54,-74.69,-77.15,-9.25,18.07,-8.82,-12.44,16.48,-4.04,-51.08,-45.18,0,0
459,-5,-4.84,1.06,4.84,4.84,89.32,-50.8,0.11,-93.6,83.1,-82.15,20.81,-10.16,-44.31,-19.45,-74.74,-77.38,-9.2,17.97,-8.77,-12.27,16.15,-3.88,-50.7,-45.39,0,0
460,-5,-4.81,1.05,4.81,4.81,89.35,-50.81,0.07,-92.25,83.08,-82.3,20.81,-10.16,-44.31,-19.32,-74.79,-77.61,-9.2,17.97,-8.77,-12.24,16.09,-3.86,-50.32,-45.6,0,0
461,-5,-4.78,1.03,4.78,4.78,89.22,-50.8,0.15,-90.73,83.1,-82.48,20.81,-10.16,-44.31,-19.17,-74.83,-77.83,-9.37,18.3,-8.93,-12.43,16.46,-4.03,-49.94,-45.8,0,0
462,-6,-4.75,1.02,4.75,4.75,88.84,-50.78,0.39,-89.07,83.17,-82.69,20.81,-10.17,-44.31,-19,-74.87,-78.04,-9.77,19.08,-9.31,-12.87,17.32,-4.45,-49.57,-46.01,0,0
463,-6,-4.72,1,4.72,4.72,88.25,-50.74,0.76,-87.27,83.28,-82.92,20.81,-10.17,-44.31,-18.8,-74.91,-78.25,-10.3,20.12,-9.82,-13.46,18.45,-4.99,-49.19,-46.21,0,0
464,-7,-4.69,0.99,4.69,4.69,87.45,-50.69,1.27,-85.34,83.42,-83.17,20.81,-10.17,-44.31,-18.6,-74.94,-78.46,-10.85,21.19,-10.34,-14.06,19.61,-5.55,-48.83,-46.4,0,0
465,-8,-4.66,0.98,4.66,4.66,86.46,-50.63,1.9,-83.31,83.59,-83.44,20.81,-10.18,-44.31,-18.38,-74.96,-78.65,-11.33,22.13,-10.8,-14.58,20.61,-6.03,-48.47,-46.6,0,0
466,-9,-4.63,0.97,4.63,4.63,85.3,-50.56,2.63,-81.19,83.8,-83.73,20.81,-10.18,-44.31,-18.15,-74.99,-78.85,-11.83,23.1,-11.27,-15.12,21.65,-6.53,-48.11,-46.79,0,0
467,-9,-4.6,0.96,4.6,4.6,83.99,-50.47,3.47,-78.99,84.04,-84.04,20.81,-10.19,-44.31,-17.92,-75.01,-79.04,-12.46,24.33,-11.87,-15.8,22.95,-7.16,-47.76,-46.98,0,0
468,-11,-4.57,0.95,4.57,4.57,82.55,-50.38,4.39,-76.72,84.29,-84.35,20.81,-10.19,-44.31,-17.68,-75.02,-79.22,-13.33,26.03,-12.7,-16.73,24.75,-8.02,-47.41,-47.17,0,0
469,-12,-4.54,0.94,4.54,4.54,80.98,-50.28,5.39,-74.4,84.58,-84.68,20.81,-10.2,-44.31,-17.46,-75.03,-79.4,-14.29,27.89,-13.61,-17.74,26.69,-8.95,-47.08,-47.36,0,0
470,-14,-4.51,0.93,4.51,4.51,79.31,-50.17,6.45,-72.04,84.88,-85.02,20.81,-10.2,-44.31,-17.24,-75.04,-79.58,-15.08,29.44,-14.36,-18.58,28.3,-9.72,-46.75,-47.54,0,0
471,-15,-4.48,0.92,4.48,4.48,77.56,-50.06,7.57,-69.67,85.19,-85.36,20.81,-10.2,-44.31,-17.03,-75.04,-79.75,-15.6,30.46,-14.86,-19.13,29.35,-10.22,-46.43,-47.72,0,0
472,-16,-4.45,0.91,4.45,4.45,75.74,-49.95,8.74,-67.28,85.52,-85.7,20.81,-10.21,-44.31,-16.84,-75.04,-79.91,-16.01,31.25,-15.24,-19.56,30.17,-10.62,-46.11,-47.9,0,0
473,-16,-4.42,0.9,4.42,4.42,73.87,-49.83,9.93,-64.9,85.85,-86.05,20.81,-10.21,-44.31,-16.66,-75.04,-80.07,-16.48,32.17,-15.69,-20.05,31.12,-11.07,-45.81,-48.08,0,0
474,-18,-4.39,0.89,4.39,4.39,71.97,-49.71,11.15,-62.53,86.2,-86.39,20.81,-10.22,-44.31,-16.51,-75.03,-80.23,-17.1,33.39,-16.29,-20.71,32.37,-11.67,-45.51,-48.25,0,0
475,-19,-4.36,0.88,4.36,4.36,70.05,-49.58,12.38,-60.21,86.54,-86.74,20.81,-10.22,-44.31,-16.39,-75.02,-80.38,-17.78,34.7,-16.92,-21.41,33.72,-12.31,-45.23,-48.42,0,0
476,-20,-4.34,0.87,4.34,4.34,68.13,-49.46,13.61,-57.93,86.89,-87.07,20.81,-10.23,-44.31,-16.29,-75.01,-80.53,-18.36,35.84,-17.48,-22.02,34.89,-12.86,-44.95,-48.59,0,0
477,-21,-4.31,0.87,4.31,4.31,66.22,-49.34,14.83,-55.71,87.23,-87.4,20.81,-10.23,-44.31,-16.23,-74.99,-80.67,-18.79,36.68,-17.89,-22.48,35.75,-13.27,-44.69,-48.76,0,0
478,-22,-4.28,0.86,4.28,4.28,64.35,-49.22,16.02,-53.56,87.56,-87.72,20.81,-10.24,-44.31,-16.21,-74.97,-80.81,-19.16,37.39,-18.23,-22.85,36.47,-13.61,-44.44,-48.92,0,0
479,-23,-4.25,0.85,4.25,4.25,62.54,-49.11,17.19,-51.51,87.89,-88.03,20.81,-10.24,-44.31,-16.23,-74.94,-80.95,-19.54,38.13,-18.59,-23.25,37.22,-13.97,-44.2,-49.08,0,0
480,-24,-4.23,0.84,4.23,4.23,60.79,-48.99,18.3,-49.56,88.21,-88.32,20.81,-10.25,-44.31,-16.26,-74.91,-81.08,-19.98,39,-19.02,-23.72,38.11,-14.39,-43.98,-49.24,0,0
481,-25,-4.2,0.83,4.2,4.2,59.13,-48.89,19.37,-47.73,88.51,-88.59,20.81,-10.25,-44.31,-16.31,-74.88,-81.21,-20.45,39.9,-19.45,-24.2,39.03,-14.83,-43.76,-49.39,0,0
482,-26,-4.17,0.82,4.17,4.17,57.57,-48.79,20.37,-46.04,88.79,-88.85,20.81,-10.26,-44.31,-16.39,-74.84,-81.33,-20.86,40.7,-19.84,-24.63,39.85,-15.22,-43.54,-49.54,0,0
483,-27,-4.15,0.82,4.15,4.15,56.13,-48.7,21.29,-44.49,89.05,-89.08,20.81,-10.27,-44.31,-16.48,-74.8,-81.45,-21.19,41.34,-20.16,-24.97,40.5,-15.52,-43.33,-49.69,0,0
484,-28,-4.12,0.81,4.12,4.12,54.82,-48.61,22.13,-43.1,89.28,-89.29,20.81,-10.27,-44.31,-16.58,-74.75,-81.57,-21.47,41.89,-20.42,-25.27,41.06,-15.79,-43.12,-49.83,0,0
485,-28,-4.1,0.8,4.1,4.1,53.67,-48.54,22.86,-41.88,89.49,-89.48,20.81,-10.28,-44.31,-16.71,-74.7,-81.68,-21.75,42.44,-20.69,-25.57,41.62,-16.05,-42.91,-49.98,0,0
486,-29,-4.07,0.79,4.07,4.07,52.69,-48.48,23.49,-40.86,89.66,-89.63,20.81,-10.28,-44.31,-16.84,-74.65,-81.78,-22.06,43.04,-20.98,-25.88,42.22,-16.34,-42.7,-50.12,0,0
487,-30,-4.05,0.78,4.05,4.05,51.9,-48.43,24,-40.04,89.81,-89.76,20.81,-10.29,-44.31,-16.98,-74.6,-81.89,-22.36,43.63,-21.27,-26.2,42.82,-16.62,-42.5,-50.25,0,0
488,-31,-4.03,0.77,4.03,4.03,51.32,-48.39,24.37,-39.43,89.91,-89.85,20.81,-10.29,-44.31,-17.14,-74.54,-81.99,-22.63,44.14,-21.52,-26.48,43.34,-16.87,-42.3,-50.39,0,0
489,-31,-4,0.76,4,4,50.95,-48.37,24.61,-39.06,89.98,-89.91,20.81,-10.3,-44.31,-17.3,-74.48,-82.09,-22.86,44.6,-21.74,-26.72,43.81,-17.09,-42.1,-50.52,0,0
490,-32,-3.98,0.75,3.98,3.98,50.83,-48.36,24.69,-38.93,90,-89.92,20.81,-10.31,-44.31,-17.47,-74.41,-82.18,-23.06,44.98,-21.92,-26.93,44.19,-17.27,-41.9,-50.64,0,0
491,-32,-3.96,0.74,3.96,3.96,50.98,-48.37,24.65,-39.11,89.95,-89.88,20.81,-10.31,-44.31,-17.64,-74.34,-82.27,-23.14,45.15,-22.01,-27.02,44.36,-17.35,-41.71,-50.77,0,0
492,-32,-3.94,0.72,3.94,3.94,51.43,-48.39,24.55,-39.65,89.8,-89.74,20.81,-10.32,-44.31,-17.82,-74.27,-82.36,-23.14,45.14,-22,-27.01,44.36,-17.35,-41.52,-50.89,0,0
493,-32,-3.92,0.71,3.92,3.92,52.15,-48.44,24.38,-40.51,89.55,-89.52,20.81,-10.33,-44.31,-18,-74.19,-82.44,-23.11,45.09,-21.98,-26.98,44.3,-17.32,-41.33,-51.01,0,0
494,-32,-3.9,0.7,3.9,3.9,53.11,-48.49,24.16,-41.66,89.23,-89.22,20.81,-10.33,-44.31,-18.17,-74.11,-82.52,-23.06,44.98,-21.93,-26.93,44.2,-17.27,-41.15,-51.12,0,0
495,-32,-3.88,0.69,3.88,3.88,54.28,-48.57,23.89,-43.1,88.84,-88.85,20.81,-10.34,-44.31,-18.35,-74.03,-82.6,-22.97,44.82,-21.85,-26.84,44.03,-17.19,-40.96,-51.23,0,0
496,-31,-3.86,0.67,3.86,3.86,55.65,-48.65,23.57,-44.78,88.38,-88.41,20.81,-10.35,-44.31,-18.52,-73.94,-82.67,-22.85,44.58,-21.73,-26.71,43.79,-17.08,-40.78,-51.34,0,0
497,-31,-3.84,0.66,3.84,3.84,57.19,-48.75,23.21,-46.68,87.87,-87.92,20.81,-10.35,-44.31,-18.69,-73.85,-82.74,-22.69,44.27,-21.58,-26.55,43.48,-16.93,-40.61,-51.45,0,0
498,-30,-3.82,0.64,3.82,3.82,58.86,-48.85,22.82,-48.78,87.31,-87.38,20.81,-10.36,-44.31,-18.85,-73.76,-82.81,-22.38,43.67,-21.29,-26.22,42.86,-16.64,-40.44,-51.55,0,0
499,-29,-3.8,0.62,3.8,3.8,60.65,-48.96,22.39,-51.05,86.72,-86.8,20.81,-10.37,-44.31,-19.01,-73.66,-82.88,-21.92,42.78,-20.85,-25.74,41.96,-16.21,-40.27,-51.64,0,0
500,-28,-3.79,0.61,3.79,3.79,62.53,-49.08,21.94,-53.47,86.1,-86.18,20.81,-10.38,-44.31,-19.15,-73.56,-82.94,-21.49,41.92,-20.44,-25.29,41.09,-15.8,-40.1,-51.74,0,0
501,-27,-3.77,0.59,3.77,3.77,64.48,-49.21,21.47,-56,85.46,-85.53,20.81,-10.38,-44.31,-19.29,-73.46,-83,-21.16,41.29,-20.13,-24.94,40.44,-15.5,-39.94,-51.83,0,0
502,-26,-3.76,0.57,3.76,3.76,66.46,-49.34,20.98,-58.64,84.81,-84.86,20.81,-10.39,-44.31,-19.41,-73.35,-83.06,-20.86,40.7,-19.84,-24.63,39.84,-15.21,-39.78,-51.92,0,0
503,-25,-3.74,0.55,3.74,3.74,68.46,-49.48,20.48,-61.34,84.17,-84.17,20.81,-10.4,-44.31,-19.51,-73.24,-83.11,-20.48,39.97,-19.49,-24.24,39.1,-14.86,-39.62,-52,0,0
504,-24,-3.73,0.53,3.73,3.73,70.44,-49.61,19.97,-64.09,83.53,-83.48,20.81,-10.41,-44.31,-19.6,-73.13,-83.16,-19.94,38.92,-18.98,-23.68,38.03,-14.36,-39.47,-52.08,0,0
505,-23,-3.72,0.52,3.72,3.72,72.39,-49.75,19.47,-66.85,82.91,-82.78,20.81,-10.41,-44.31,-19.68,-73.01,-83.21,-19.32,37.7,-18.38,-23.02,36.79,-13.77,-39.32,-52.16,0,0
506,-21,-3.71,0.5,3.71,3.71,74.28,-49.89,18.97,-69.61,82.32,-82.08,20.81,-10.42,-44.31,-19.73,-72.89,-83.26,-18.76,36.62,-17.86,-22.44,35.69,-13.24,-39.17,-52.23,0,0
507,-20,-3.7,0.48,3.7,3.7,76.08,-50.02,18.48,-72.33,81.76,-81.4,20.81,-10.43,-44.31,-19.77,-72.77,-83.3,-18.39,35.9,-17.51,-22.05,34.94,-12.89,-39.03,-52.3,0,0
508,-20,-3.69,0.46,3.69,3.69,77.76,-50.15,18,-75,81.25,-80.74,20.81,-10.44,-44.31,-19.78,-72.64,-83.34,-18.11,35.34,-17.23,-21.75,34.37,-12.62,-38.89,-52.37,0,0
509,-19,-3.68,0.44,3.68,3.68,79.31,-50.28,17.55,-77.59,80.79,-80.1,20.81,-10.44,-44.31,-19.77,-72.51,-83.38,-17.77,34.69,-16.92,-21.41,33.71,-12.31,-38.75,-52.43,0,0
510,-18,-3.67,0.42,3.67,3.67,80.69,-50.4,17.12,-80.06,80.39,-79.49,20.81,-10.45,-44.31,-19.76,-72.38,-83.42,-17.36,33.89,-16.53,-20.97,32.89,-11.91,-38.62,-52.49,0,0
511,-17,-3.67,0.4,3.67,3.67,81.88,-50.52,16.73,-82.4,80.07,-78.92,20.81,-10.46,-44.31,-19.73,-72.25,-83.46,-16.92,33.03,-16.11,-20.51,32.01,-11.49,-38.49,-52.54,0,0
512,-16,-3.67,0.38,3.67,3.67,82.85,-50.63,16.36,-84.58,79.83,-78.4,20.81,-10.47,-44.31,-19.69,-72.11,-83.49,-16.46,32.13,-15.67,-20.03,31.08,-11.05,-38.37,-52.59,0,0
513,-15,-3.66,0.36,3.66,3.66,83.59,-50.72,16.04,-86.58,79.68,-77.93,20.81,-10.48,-44.31,-19.65,-71.97,-83.52,-15.98,31.19,-15.22,-19.52,30.11,-10.59,-38.25,-52.64,0,0
514,-15,-3.66,0.34,3.66,3.66,84.05,-50.81,15.77,-88.36,79.63,-77.52,20.81,-10.49,-44.31,-19.59,-71.82,-83.55,-15.48,30.22,-14.74,-19,29.11,-10.11,-38.13,-52.68,0,0
515,-14,-3.66,0.32,3.66,3.66,84.36,-50.89,15.53,-89.91,79.63,-77.16,20.81,-10.5,-44.31,-19.53,-71.67,-83.58,-14.97,29.22,-14.26,-18.46,28.07,-9.61,-38.02,-52.72,0,0
516,-13,-3.65,0.3,3.65,3.65,84.64,-50.97,15.31,-91.26,79.66,-76.85,20.81,-10.5,-44.31,-19.47,-71.52,-83.6,-14.41,28.14,-13.73,-17.87,26.95,-9.08,-37.91,-52.75,0,0
517,-12,-3.65,0.28,3.65,3.65,84.89,-51.05,15.11,-92.5,79.7,-76.58,20.81,-10.51,-44.31,-19.39,-71.37,-83.63,-13.82,26.99,-13.17,-17.25,25.75,-8.5,-37.81,-52.79,0,0
518,-11,-3.65,0.26,3.65,3.65,85.1,-51.13,14.93,-93.61,79.75,-76.35,20.81,-10.52,-44.31,-19.31,-71.21,-83.65,-13.27,25.91,-12.64,-16.66,24.62,-7.96,-37.71,-52.81,0,0
519,-10,-3.65,0.24,3.65,3.65,85.29,-51.21,14.77,-94.62,79.81,-76.15,20.81,-10.53,-44.31,-19.23,-71.05,-83.67,-12.8,25,-12.2,-16.16,23.66,-7.5,-37.61,-52.84,0,0
520,-9,-3.65,0.22,3.65,3.65,85.46,-51.28,14.63,-95.51,79.88,-75.99,20.81,-10.54,-44.31,-19.14,-70.88,-83.69,-12.38,24.18,-11.8,-15.71,22.8,-7.08,-37.52,-52.85,0,0
521,-9,-3.65,0.21,3.65,3.65,85.6,-51.35,14.51,-96.31,79.96,-75.85,20.81,-10.55,-44.31,-19.04,-70.72,-83.71,-11.96,23.36,-11.4,-15.26,21.93,-6.67,-37.43,-52.87,0,0
522,-8,-3.65,0.19,3.65,3.65,85.72,-51.42,14.4,-97.01,80.04,-75.74,20.81,-10.56,-44.31,-18.95,-70.55,-83.72,-11.51,22.47,-10.96,-14.77,20.98,-6.21,-37.35,-52.88,0,0
523,-7,-3.65,0.17,3.65,3.65,85.82,-51.49,14.3,-97.62,80.12,-75.66,20.81,-10.57,-44.31,-18.85,-70.38,-83.74,-11.05,21.57,-10.53,-14.27,20.02,-5.75,-37.27,-52.89,0,0
524,-7,-3.65,0.16,3.65,3.65,85.9,-51.55,14.22,-98.15,80.21,-75.6,20.81,-10.58,-44.31,-18.75,-70.2,-83.75,-10.66,20.83,-10.16,-13.85,19.21,-5.36,-37.19,-52.89,0,0
